GEONAME,Distance
"Congressional District 2 (118th Congress), North Carolina",250.51333297850636
"Congressional District 1 (118th Congress), Iowa",250.76678408433602
"Congressional District 2 (118th Congress), Virginia",250.84357675651174
"Congressional District 23 (118th Congress), New York",251.0380449254654
"Congressional District 1 (118th Congress), Missouri",251.2544924971492
"Congressional District 1 (118th Congress), Minnesota",251.5070376748929
"Congressional District 16 (118th Congress), Texas",251.64047766605435
"Congressional District 22 (118th Congress), New York",252.2235318125571
"Congressional District 11 (118th Congress), Georgia",252.24761644067124
"Congressional District 4 (118th Congress), Texas",252.74398113506086
"Congressional District 4 (118th Congress), Oregon",252.83168314117594
"Congressional District 2 (118th Congress), New Jersey",253.33126534243655
"Congressional District 13 (118th Congress), Florida",253.8937966946022
"Congressional District 2 (118th Congress), Nebraska",254.90498229732583
"Congressional District 1 (118th Congress), Ohio",255.17448932054316
"Congressional District 14 (118th Congress), Florida",255.33814834450413
"Congressional District 7 (118th Congress), Michigan",255.39383312836668
"Congressional District 7 (118th Congress), Virginia",255.62556601404327
"Congressional District 2 (118th Congress), Texas",255.8356894571201
"Congressional District 29 (118th Congress), Texas",255.8985150406309
"Congressional District 17 (118th Congress), Florida",256.3414129632588
"Congressional District 20 (118th Congress), New York",257.0356590047381
"Congressional District 4 (118th Congress), Georgia",257.2073871411939
"Congressional District 3 (118th Congress), Ohio",257.45747221628665
"Congressional District 1 (118th Congress), Virginia",257.5693887091399
"Congressional District 5 (118th Congress), California",258.057532345018
"Congressional District 14 (118th Congress), Illinois",258.72811984784335
"Congressional District 11 (118th Congress), Ohio",259.0794279752833
"Congressional District 1 (118th Congress), Illinois",259.1406567870044
"Congressional District 6 (118th Congress), Pennsylvania",259.1993441349727
"Congressional District 21 (118th Congress), Texas",259.31646688939753
"Congressional District 5 (118th Congress), Connecticut",259.7429883557976
"Congressional District 2 (118th Congress), Maryland",259.80962260855546
"Congressional District 1 (118th Congress), Connecticut",259.8103731570393
"Congressional District 21 (118th Congress), Florida",260.0640882551837
"Congressional District 1 (118th Congress), New Jersey",260.12600792692757
"Congressional District 12 (118th Congress), Pennsylvania",260.32946433317915
"Congressional District 17 (118th Congress), Pennsylvania",260.58539866999456
"Congressional District 2 (118th Congress), Missouri",260.77097231095337
"Congressional District 5 (118th Congress), Colorado",261.7247600056212
"Congressional District 5 (118th Congress), Oregon",262.35523627326364
"Congressional District 1 (118th Congress), Arizona",262.5851861777431
"Congressional District 4 (118th Congress), Arizona",262.8381250884278
"Congressional District 2 (118th Congress), Connecticut",263.3877369962391
"Congressional District 26 (118th Congress), New York",263.4854265419627
"Congressional District 11 (118th Congress), Michigan",263.8736061071664
"Congressional District 6 (118th Congress), Massachusetts",263.9277931556281
"Congressional District 18 (118th Congress), New York",263.9582542751789
"Congressional District 20 (118th Congress), Florida",264.1954579473311
"Congressional District 1 (118th Congress), Maine",264.26829170371536
"Congressional District 23 (118th Congress), California",264.47892165539395
"Congressional District 6 (118th Congress), Colorado",264.6846236561542
"Congressional District 3 (118th Congress), Connecticut",265.02624398349684
"Congressional District 7 (118th Congress), Georgia",265.046335571726
"Congressional District (at Large) (118th Congress), Vermont",265.24520730825657
"Congressional District 10 (118th Congress), Illinois",265.710707349177
"Congressional District 7 (118th Congress), Colorado",266.0868091431817
"Congressional District 3 (118th Congress), Kansas",266.1561383849713
"Congressional District 19 (118th Congress), Florida",266.30354860572174
"Congressional District 8 (118th Congress), Illinois",266.3961523746167
"Congressional District 5 (118th Congress), Arizona",266.9828271630968
"Congressional District 1 (118th Congress), Pennsylvania",267.0786213832923
"Congressional District 4 (118th Congress), Minnesota",267.1289201864897
"Congressional District 8 (118th Congress), Washington",267.24589800406665
"Congressional District 10 (118th Congress), Florida",267.68793398283754
"Congressional District 1 (118th Congress), Oregon",267.72388761558057
"Congressional District 4 (118th Congress), Wisconsin",267.82427074482996
"Congressional District 2 (118th Congress), California",267.993675298504
"Congressional District 17 (118th Congress), New York",268.13224349190085
"Congressional District 13 (118th Congress), Michigan",268.2842149661437
"Congressional District 2 (118th Congress), New Hampshire",268.5098880860815
"Congressional District 15 (118th Congress), Texas",268.56567167082244
"Congressional District 11 (118th Congress), Illinois",268.6179815276706
"Congressional District 12 (118th Congress), Michigan",268.8335544533085
"Congressional District 8 (118th Congress), Colorado",269.01670951820074
"Congressional District 2 (118th Congress), Rhode Island",269.04774669192085
"Congressional District 22 (118th Congress), Florida",269.21110675453195
"Congressional District 4 (118th Congress), Colorado",269.30564420375595
"Congressional District 9 (118th Congress), Massachusetts",269.53170499961595
"Congressional District 3 (118th Congress), Massachusetts",269.8117306567674
"Congressional District 4 (118th Congress), Pennsylvania",269.9754433277219
"Congressional District 3 (118th Congress), California",270.0409043089584
"Congressional District 2 (118th Congress), Massachusetts",270.1505321112657
"Congressional District 35 (118th Congress), Texas",270.29439505842515
"Congressional District 5 (118th Congress), Georgia",270.3790857296474
"Congressional District 2 (118th Congress), Pennsylvania",270.52563649310576
"Congressional District 18 (118th Congress), Texas",270.7644363648963
"Congressional District 7 (118th Congress), Arizona",271.1440392116338
"Congressional District 6 (118th Congress), Michigan",271.23521157843794
"Congressional District 1 (118th Congress), New Hampshire",271.46559634694046
"Congressional District 24 (118th Congress), Texas",271.51819460212977
"Congressional District 3 (118th Congress), New Jersey",271.78967971576844
"Congressional District 4 (118th Congress), Massachusetts",272.6176810113387
"Congressional District 5 (118th Congress), Minnesota",272.96338582308067
"Congressional District 13 (118th Congress), Georgia",273.2107794359512
"Congressional District 3 (118th Congress), Texas",273.3151843568154
"Congressional District 41 (118th Congress), California",273.8409392329788
"Congressional District 32 (118th Congress), Texas",274.68097859152897
"Congressional District 9 (118th Congress), Illinois",274.92697212168906
"Congressional District 26 (118th Congress), Texas",275.0870225946691
"Congressional District 2 (118th Congress), Wisconsin",275.17003833993266
"Congressional District 3 (118th Congress), Maryland",275.30061750748035
"Congressional District 3 (118th Congress), Illinois",275.94305571983506
"Congressional District 48 (118th Congress), California",276.15100941332804
"Congressional District 2 (118th Congress), Minnesota",276.85373394628436
"Congressional District 7 (118th Congress), Texas",276.95396729420577
"Congressional District 23 (118th Congress), Florida",277.13449803299477
"Congressional District 3 (118th Congress), Minnesota",277.5267734832083
"Congressional District 9 (118th Congress), Texas",277.7658546329984
